class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
plank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plank,0.920028567314148,0.4552653431892395,-0.22728493809700012,0.9999730587005615,0.9283429384231567,0.4181180000305176,-0.20950528979301453,0.9999662637710571,0.9288617372512817,0.4174775779247284,-0.20961830019950867,0.9999649524688721,0.9292250871658325,0.41644665598869324,-0.20976057648658752,0.9999750852584839,0.9209024310112,0.4067361056804657,-0.250929057598114,0.9999743700027466,0.9160832166671753,0.3985084891319275,-0.2510026693344116,0.9999772310256958,0.9111043810844421,0.3902330696582794,-0.25101181864738464,0.9999809265136719,0.9068801999092102,0.39537322521209717,-0.1070915013551712,0.9999758005142212,0.8861401677131653,0.3672957122325897,-0.292843222618103,0.999969482421875,0.9010967016220093,0.47410666942596436,-0.18469364941120148,0.9999833106994629,0.8921319246292114,0.46201273798942566,-0.23851624131202698,0.9999829530715942,0.8040574193000793,0.4161383807659149,0.003470169845968485,0.9975019097328186,0.7742191553115845,0.4672369956970215,-0.3430101275444031,0.9995265007019043,0.8145149946212769,0.6118265390396118,0.058600179851055145,0.5595858097076416,0.7560008764266968,0.7669944763183594,-0.38071101903915405,0.9952829480171204,0.8868082165718079,0.6759805679321289,0.00028740684501826763,0.6757815480232239,0.9017122983932495,0.79426509141922,-0.3736564517021179,0.9893185496330261,0.9493476748466492,0.6146718263626099,-0.0210778396576643,0.6495121717453003,0.9452210664749146,0.8028807640075684,-0.43722301721572876,0.9817923903465271,0.9534770250320435,0.608032763004303,-0.043351493775844574,0.6318621039390564,0.9509671926498413,0.7695198655128479,-0.42788010835647583,0.9790746569633484,0.9232066869735718,0.6619188189506531,-0.01210198737680912,0.6655412316322327,0.9366604089736938,0.7639645338058472,-0.37556886672973633,0.9710844159126282,0.5030084848403931,0.49206188321113586,0.12160072475671768,0.9982852339744568,0.49094492197036743,0.5010990500450134,-0.12122440338134766,0.999133288860321,0.3213095963001251,0.5575023889541626,0.2266809642314911,0.617544412612915,0.2924409508705139,0.573167622089386,0.01774660125374794,0.9924283623695374,0.1685331165790558,0.5820404291152954,0.36290982365608215,0.8016350269317627,0.11106119304895401,0.6309463977813721,0.11557142436504364,0.9925610423088074,0.13447707891464233,0.5499410629272461,0.37541529536247253,0.847209632396698,0.07759392261505127,0.604623019695282,0.11894027143716812,0.9878379106521606,0.16410431265830994,0.7162262201309204,0.34352439641952515,0.9238640666007996,0.12201613187789917,0.7557836174964905,0.02971429005265236,0.9830915331840515
plank,0.9201985597610474,0.4549914598464966,-0.23110243678092957,0.9999728202819824,0.9291378855705261,0.41811463236808777,-0.21360132098197937,0.9999657869338989,0.9297922253608704,0.41750776767730713,-0.21371515095233917,0.9999642968177795,0.9302679896354675,0.41655176877975464,-0.2138637751340866,0.9999746680259705,0.9212924838066101,0.405790239572525,-0.25475919246673584,0.9999738931655884,0.9164243936538696,0.39678826928138733,-0.2548433840274811,0.9999768137931824,0.9114030599594116,0.3875007629394531,-0.25485363602638245,0.9999806880950928,0.9078428149223328,0.39354366064071655,-0.1093638688325882,0.9999751448631287,0.8869794011116028,0.3622811734676361,-0.2942841649055481,0.9999688863754272,0.901083767414093,0.47391146421432495,-0.1875031292438507,0.9999828338623047,0.8919193148612976,0.4607639014720917,-0.24110884964466095,0.9999825358390808,0.8036311268806458,0.4111189842224121,0.0029528378508985043,0.9974722862243652,0.7742550373077393,0.46063485741615295,-0.34378358721733093,0.9995222687721252,0.8124430775642395,0.6141077876091003,0.0580047070980072,0.5570105910301208,0.7561925649642944,0.7666022181510925,-0.38095739483833313,0.995106041431427,0.8865675926208496,0.6799390316009521,0.00039848979213275015,0.674387514591217,0.9019366502761841,0.7949708104133606,-0.3680025637149811,0.9891399145126343,0.9493487477302551,0.6152319312095642,-0.020325597375631332,0.6485574245452881,0.9452242851257324,0.801268458366394,-0.43017616868019104,0.9815617203712463,0.9479405283927917,0.6148754954338074,-0.04145669937133789,0.6309728026390076,0.95086669921875,0.7679036259651184,-0.4164584279060364,0.978825569152832,0.9231594204902649,0.6633732914924622,-0.011637600138783455,0.664191484451294,0.9366768002510071,0.7632604241371155,-0.36790570616722107,0.9708156585693359,0.4977923333644867,0.4917925000190735,0.12096928060054779,0.9982895851135254,0.4882579445838928,0.5029301643371582,-0.12059453874826431,0.9991403222084045,0.32121455669403076,0.5582076907157898,0.23378023505210876,0.6063332557678223,0.28916293382644653,0.573008120059967,0.02728215418756008,0.9917063117027283,0.171380415558815,0.582365095615387,0.3826082646846771,0.7901633977890015,0.11305936425924301,0.6288906335830688,0.14477261900901794,0.9917641282081604,0.13676634430885315,0.550222635269165,0.3973349928855896,0.8397679328918457,0.08072997629642487,0.6023815870285034,0.15123350918293,0.9871712327003479,0.16494950652122498,0.7146843671798706,0.3700217008590698,0.9186797142028809,0.12222431600093842,0.7557875514030457,0.07383241504430771,0.9817577600479126
plank,0.9157465696334839,0.45512914657592773,-0.21296879649162292,0.9999729990959167,0.9276458024978638,0.42029231786727905,-0.1972019225358963,0.9999656677246094,0.9284189343452454,0.4207029640674591,-0.19730612635612488,0.9999641180038452,0.9290896654129028,0.4208408296108246,-0.19745126366615295,0.9999744296073914,0.9204934239387512,0.40579307079315186,-0.2344491183757782,0.9999735951423645,0.9160488843917847,0.3963579535484314,-0.2345064878463745,0.999976634979248,0.91132652759552,0.3860461711883545,-0.2345229685306549,0.9999805688858032,0.908108115196228,0.3943965435028076,-0.0941556841135025,0.9999743700027466,0.8879333734512329,0.3580167889595032,-0.2615213692188263,0.9999687075614929,0.8946458697319031,0.4739426374435425,-0.16908466815948486,0.9999825358390808,0.8863137364387512,0.4589965045452118,-0.21778686344623566,0.9999823570251465,0.7975001335144043,0.41013064980506897,0.03251121565699577,0.9975301623344421,0.7784535884857178,0.4422758221626282,-0.31778034567832947,0.9995339512825012,0.7866860628128052,0.6158418655395508,0.0838952511548996,0.5578925013542175,0.7559870481491089,0.7594702839851379,-0.3616904020309448,0.9949012994766235,0.8752131462097168,0.6779314279556274,0.042381905019283295,0.6760450601577759,0.8992807269096375,0.7948794960975647,-0.34024450182914734,0.9887202978134155,0.937414288520813,0.6154119968414307,0.029909471049904823,0.649272084236145,0.9421801567077637,0.8008529543876648,-0.39668747782707214,0.9808429479598999,0.9260740280151367,0.6152048110961914,0.016069093719124794,0.6315389275550842,0.9485931396484375,0.7678437232971191,-0.3742316663265228,0.9779174327850342,0.9227502942085266,0.6440998911857605,0.03413917124271393,0.6631718277931213,0.9340542554855347,0.763227105140686,-0.33570390939712524,0.9695976376533508,0.49789929389953613,0.49220868945121765,0.11904047429561615,0.9982825517654419,0.4883047640323639,0.5021435618400574,-0.11870213598012924,0.9991369247436523,0.3176882863044739,0.5583375692367554,0.2288529872894287,0.607210636138916,0.28889694809913635,0.5726569294929504,0.026244044303894043,0.9914166927337646,0.1705377697944641,0.5826674699783325,0.3620029091835022,0.7893415689468384,0.11266760528087616,0.6260749101638794,0.1305820494890213,0.9916331768035889,0.13511450588703156,0.5501416325569153,0.3746655583381653,0.8399034738540649,0.08058260381221771,0.5978727340698242,0.1346997618675232,0.9870914220809937,0.15738160908222198,0.7148222923278809,0.34103161096572876,0.9174783825874329,0.11954273283481598,0.7557775974273682,0.055005937814712524,0.9815622568130493
plank,0.9121512174606323,0.4558621346950531,-0.21329490840435028,0.9999732971191406,0.927653431892395,0.4306837320327759,-0.19734790921211243,0.999965488910675,0.9285537004470825,0.43463969230651855,-0.1974548101425171,0.9999635815620422,0.9295452237129211,0.43852072954177856,-0.19760532677173615,0.9999735951423645,0.9204432368278503,0.40704938769340515,-0.23089365661144257,0.9999732375144958,0.9160297513008118,0.39631494879722595,-0.23093080520629883,0.999976396560669,0.9113302230834961,0.38436299562454224,-0.2309470921754837,0.9999804496765137,0.9128016233444214,0.4092314541339874,-0.08902285993099213,0.9999730587005615,0.8903260231018066,0.3520115911960602,-0.23051802814006805,0.9999690055847168,0.8902150392532349,0.4746798276901245,-0.16692762076854706,0.9999815225601196,0.8818103671073914,0.45551642775535583,-0.20919445157051086,0.9999816417694092,0.7999390363693237,0.40501531958580017,0.06476796418428421,0.9976105093955994,0.7895609736442566,0.42789506912231445,-0.29568785429000854,0.9995523691177368,0.7816088199615479,0.6076866388320923,0.13465136289596558,0.5511549711227417,0.7563798427581787,0.7498740553855896,-0.35538527369499207,0.9946314692497253,0.8775489926338196,0.6422586441040039,0.10107503831386566,0.6750841736793518,0.8980613946914673,0.7922869324684143,-0.33605626225471497,0.9879588484764099,0.9316555857658386,0.6088332533836365,0.09050031006336212,0.6489644050598145,0.9413689374923706,0.7952160239219666,-0.3893588185310364,0.9795451164245605,0.9309325218200684,0.6094610691070557,0.08008641004562378,0.6309479475021362,0.9485523104667664,0.7641944289207458,-0.3696249723434448,0.9763413667678833,0.922412097454071,0.6226518750190735,0.09396423399448395,0.6604681611061096,0.9339955449104309,0.7607883810997009,-0.33172401785850525,0.96767657995224,0.49873727560043335,0.4907435178756714,0.11845209449529648,0.9982149600982666,0.4928036332130432,0.5020822286605835,-0.11817290633916855,0.9991050362586975,0.3177471160888672,0.558561384677887,0.2288270890712738,0.601492166519165,0.2885134518146515,0.5725933313369751,0.022871853783726692,0.9904685020446777,0.17201006412506104,0.5826639533042908,0.3557463586330414,0.7802625298500061,0.11267457902431488,0.624682605266571,0.11271059513092041,0.9908820390701294,0.1361849009990692,0.5485352873802185,0.36685439944267273,0.8350359201431274,0.08091194182634354,0.5945159792900085,0.11551181226968765,0.9864932298660278,0.15806636214256287,0.7127876877784729,0.3329046964645386,0.9107547402381897,0.11955984681844711,0.7549324631690979,0.03304612636566162,0.9801362752914429
plank,0.9095273017883301,0.45993533730506897,-0.2188023328781128,0.9999736547470093,0.9270032048225403,0.4368356466293335,-0.20238058269023895,0.999965488910675,0.9281056523323059,0.4408527910709381,-0.2024870216846466,0.9999635219573975,0.9292436838150024,0.44456514716148376,-0.202652245759964,0.9999732375144958,0.9196060299873352,0.410633385181427,-0.23195600509643555,0.9999728202819824,0.9151326417922974,0.3976578712463379,-0.23202987015247345,0.9999761581420898,0.9103987812995911,0.38450905680656433,-0.23205025494098663,0.9999802112579346,0.913263201713562,0.4142005145549774,-0.09117553383111954,0.9999723434448242,0.8902608752250671,0.35219505429267883,-0.23750567436218262,0.9999690055847168,0.8879078030586243,0.4785026013851166,-0.16862407326698303,0.9999810457229614,0.8788368105888367,0.4558354318141937,-0.21430781483650208,0.9999812841415405,0.7985318303108215,0.40602561831474304,0.05922190472483635,0.9976891875267029,0.7887764573097229,0.4295872449874878,-0.29791000485420227,0.9995625019073486,0.7671994566917419,0.6105871200561523,0.11572587490081787,0.5529407858848572,0.7561233043670654,0.7490497827529907,-0.354011207818985,0.994480311870575,0.8747025728225708,0.645980179309845,0.07121950387954712,0.6822351217269897,0.895846962928772,0.7904656529426575,-0.33609530329704285,0.9875579476356506,0.9245589971542358,0.6226354837417603,0.05769125744700432,0.654619038105011,0.9388076066970825,0.7952575087547302,-0.3894129991531372,0.9787035584449768,0.9191354513168335,0.6296511888504028,0.04726848378777504,0.6360718011856079,0.9469799995422363,0.7642179727554321,-0.3684762418270111,0.9752756953239441,0.9170114398002625,0.6252222657203674,0.06354464590549469,0.6640445590019226,0.9320168495178223,0.760682225227356,-0.3317413032054901,0.9664527177810669,0.49882417917251587,0.4925704598426819,0.118195079267025,0.9980362057685852,0.49367547035217285,0.5021108984947205,-0.11792578548192978,0.9990197420120239,0.3151467442512512,0.561044454574585,0.22538240253925323,0.5936342477798462,0.28587397933006287,0.5724356174468994,0.014666719362139702,0.9897379875183105,0.17049971222877502,0.5832875370979309,0.3461926281452179,0.7693175077438354,0.10673309862613678,0.6247356534004211,0.0891488716006279,0.9902951717376709,0.13374480605125427,0.5483671426773071,0.3566249907016754,0.8272993564605713,0.07521263509988785,0.5945467948913574,0.09016494452953339,0.9859007596969604,0.15350952744483948,0.7148650884628296,0.3210536241531372,0.9046866297721863,0.11335504055023193,0.7565414309501648,-0.0010842360788956285,0.978887140750885
plank,0.9093160629272461,0.4624970257282257,-0.19890272617340088,0.9999721050262451,0.9269463419914246,0.44024500250816345,-0.18444040417671204,0.999962568283081,0.9280393719673157,0.4435482919216156,-0.18453240394592285,0.9999606013298035,0.9291629791259766,0.4463934600353241,-0.18468089401721954,0.9999707937240601,0.9196274876594543,0.41543811559677124,-0.21778683364391327,0.9999700784683228,0.9152355194091797,0.40167146921157837,-0.21782410144805908,0.999973714351654,0.9105881452560425,0.3872898519039154,-0.21785035729408264,0.9999781847000122,0.9132910966873169,0.41585052013397217,-0.07905783504247665,0.9999696016311646,0.8907448053359985,0.35238540172576904,-0.2330886572599411,0.9999666213989258,0.887559711933136,0.4799765646457672,-0.15238848328590393,0.9999793767929077,0.8790760040283203,0.45628654956817627,-0.19790223240852356,0.9999798536300659,0.7946001291275024,0.40844985842704773,0.0716710239648819,0.9977331757545471,0.7908778190612793,0.4248529076576233,-0.2898109257221222,0.9995722770690918,0.7635893821716309,0.6324148178100586,0.10511431843042374,0.5609844326972961,0.7560646533966064,0.7497051954269409,-0.33076024055480957,0.994054913520813,0.8747784495353699,0.6817000508308411,0.06093146279454231,0.6912218332290649,0.8954758644104004,0.7895630598068237,-0.30244284868240356,0.9867724776268005,0.9273618459701538,0.6383733153343201,0.054840415716171265,0.6608571410179138,0.9382954835891724,0.7953657507896423,-0.35300537943840027,0.9775583744049072,0.9237446784973145,0.6692962050437927,0.02841842733323574,0.641427755355835,0.9467663764953613,0.7647569179534912,-0.3298521041870117,0.9737734198570251,0.9140327572822571,0.6615777611732483,0.06087477132678032,0.6679827570915222,0.9317310452461243,0.76070237159729,-0.2965884804725647,0.9644746780395508,0.49956685304641724,0.49719899892807007,0.11822875589132309,0.9979009032249451,0.49475258588790894,0.5017144083976746,-0.11796389520168304,0.998950719833374,0.3117334544658661,0.5625123381614685,0.21825408935546875,0.586098849773407,0.2826576232910156,0.5723440647125244,-0.0010911241406574845,0.9892900586128235,0.16633613407611847,0.586985170841217,0.32933616638183594,0.7602673172950745,0.09664585441350937,0.6313479542732239,0.06344535946846008,0.9898300170898438,0.12878897786140442,0.5513021945953369,0.33884862065315247,0.8199104070663452,0.0678052008152008,0.5981209874153137,0.06268104165792465,0.9851082563400269,0.14740368723869324,0.7182492017745972,0.2976335883140564,0.9018396139144897,0.10552104562520981,0.7622008323669434,-0.04081890732049942,0.9781225919723511
plank,0.9084972143173218,0.4624028503894806,-0.19093181192874908,0.9999710917472839,0.9264571070671082,0.4398556649684906,-0.17704656720161438,0.9999609589576721,0.9275490045547485,0.44306480884552,-0.17714005708694458,0.9999590516090393,0.9286822080612183,0.4458533525466919,-0.1772865504026413,0.9999694228172302,0.9193965792655945,0.41569140553474426,-0.2122153341770172,0.9999683499336243,0.9150705337524414,0.40195000171661377,-0.21224196255207062,0.9999722838401794,0.9104474782943726,0.38746845722198486,-0.21227414906024933,0.9999769926071167,0.9131878018379211,0.4176330268383026,-0.07503589987754822,0.9999682307243347,0.8907176852226257,0.35278064012527466,-0.2343582659959793,0.9999654293060303,0.886727511882782,0.47991976141929626,-0.1461387276649475,0.9999783635139465,0.8786388635635376,0.4558863341808319,-0.19276896119117737,0.9999790191650391,0.793246865272522,0.40849944949150085,0.07123642414808273,0.9977999329566956,0.7903022766113281,0.42649468779563904,-0.29292041063308716,0.9995839595794678,0.7651291489601135,0.6348884105682373,0.10439647734165192,0.5647866725921631,0.7563295960426331,0.7502539157867432,-0.33572012186050415,0.9937182068824768,0.8751867413520813,0.6892186999320984,0.05505234748125076,0.6963248252868652,0.8957090377807617,0.7894358038902283,-0.309499055147171,0.986189603805542,0.9289835691452026,0.6379547119140625,0.04534444957971573,0.6646144986152649,0.9385995864868164,0.7954511046409607,-0.3626401424407959,0.9767821431159973,0.9256511926651001,0.6602539420127869,0.032077040523290634,0.6446977257728577,0.9470683932304382,0.7647809386253357,-0.3385148346424103,0.9727555513381958,0.9133670926094055,0.6720635890960693,0.05066505819559097,0.6698828935623169,0.9318378567695618,0.760711669921875,-0.3036256730556488,0.9630643725395203,0.4996151030063629,0.49882063269615173,0.1181095615029335,0.9978903532028198,0.4926083981990814,0.5016584396362305,-0.11783064901828766,0.9989381432533264,0.3086867332458496,0.5629231929779053,0.21919162571430206,0.5786213874816895,0.2801787257194519,0.5725235342979431,-9.695229528006166e-05,0.9887259602546692,0.16639794409275055,0.588467001914978,0.33458322286605835,0.7503330707550049,0.09814555943012238,0.6318819522857666,0.07100433856248856,0.9892193078994751,0.1289965957403183,0.5536818504333496,0.34494882822036743,0.813944399356842,0.06865639984607697,0.5989909172058105,0.0711965560913086,0.9845260381698608,0.14882956445217133,0.7192881107330322,0.3076535165309906,0.8969504833221436,0.10705095529556274,0.7630881667137146,-0.028936784714460373,0.9770287275314331
plank,0.9074938893318176,0.4623246490955353,-0.18274910748004913,0.9999696016311646,0.9259079098701477,0.4397986829280853,-0.1700393259525299,0.9999591112136841,0.9270803332328796,0.44273126125335693,-0.17013899981975555,0.9999570846557617,0.9283002614974976,0.4452393352985382,-0.17029692232608795,0.9999678730964661,0.9190208315849304,0.41655266284942627,-0.20614269375801086,0.9999662637710571,0.9148178100585938,0.40294283628463745,-0.2061556577682495,0.9999703764915466,0.9102963209152222,0.38850584626197815,-0.20617535710334778,0.9999753832817078,0.9133092761039734,0.4176217019557953,-0.07235196232795715,0.9999663829803467,0.890712559223175,0.3530126214027405,-0.23494084179401398,0.9999637007713318,0.8860596418380737,0.4797397255897522,-0.1393757313489914,0.9999772310256958,0.8779082298278809,0.45568645000457764,-0.18681840598583221,0.9999779462814331,0.793491005897522,0.40532612800598145,0.0690600797533989,0.9978801012039185,0.7906841039657593,0.42682817578315735,-0.2910563349723816,0.9995933175086975,0.7653930187225342,0.6326453685760498,0.11300460994243622,0.5617299675941467,0.7562330961227417,0.7495459914207458,-0.32639580965042114,0.9934621453285217,0.8730567097663879,0.6792565584182739,0.06992195546627045,0.6964249014854431,0.8956562280654907,0.7894482016563416,-0.2897509038448334,0.9857624769210815,0.9292292594909668,0.6363752484321594,0.059338562190532684,0.6646888256072998,0.9386690855026245,0.7958976626396179,-0.3410632908344269,0.9762994647026062,0.9261308908462524,0.654180109500885,0.04875925928354263,0.6444512605667114,0.9470764994621277,0.7651292681694031,-0.3196188509464264,0.9721311926841736,0.9143754243850708,0.6589835286140442,0.06374179571866989,0.6688746213912964,0.9318239092826843,0.7609173059463501,-0.2845775783061981,0.9621548056602478,0.503472089767456,0.4987155497074127,0.11800731718540192,0.9979066848754883,0.4968269467353821,0.5022859573364258,-0.11772390455007553,0.9989284873008728,0.3095356822013855,0.5633691549301147,0.21930761635303497,0.5699335336685181,0.2834491729736328,0.5727664828300476,0.0015801808331161737,0.9880447387695312,0.16680029034614563,0.5889101028442383,0.33207017183303833,0.7419119477272034,0.10081847757101059,0.6324977278709412,0.08005044609308243,0.9886757731437683,0.12913531064987183,0.5550623536109924,0.3422648012638092,0.8093090057373047,0.07050631940364838,0.6008151769638062,0.0810670554637909,0.9839790463447571,0.14970150589942932,0.7192490696907043,0.3057815432548523,0.8929184079170227,0.10964445024728775,0.7630816698074341,-0.021886322647333145,0.9760627150535583
plank,0.9076566696166992,0.46277761459350586,-0.18907618522644043,0.9999692440032959,0.9258164167404175,0.4396144151687622,-0.17531749606132507,0.9999581575393677,0.9269779324531555,0.4422329068183899,-0.17541807889938354,0.9999558925628662,0.9281989932060242,0.44445058703422546,-0.1755705028772354,0.9999669194221497,0.9189890623092651,0.41707882285118103,-0.2107502520084381,0.9999654293060303,0.9147922396659851,0.4033544659614563,-0.21077442169189453,0.9999697208404541,0.910272479057312,0.38872066140174866,-0.210797518491745,0.9999749660491943,0.9132539629936218,0.417055606842041,-0.07497307658195496,0.9999651312828064,0.8906995058059692,0.3532909154891968,-0.23021730780601501,0.9999632835388184,0.886091411113739,0.4798530638217926,-0.14499948918819427,0.9999768137931824,0.8781211972236633,0.45622190833091736,-0.1909625232219696,0.9999776482582092,0.7938293218612671,0.4054652452468872,0.06843198090791702,0.9979352951049805,0.7901628017425537,0.4266163408756256,-0.28933554887771606,0.9996070265769958,0.7680258750915527,0.6319789886474609,0.11348755657672882,0.5653520226478577,0.7564719319343567,0.749049961566925,-0.3286408483982086,0.993400514125824,0.8727733492851257,0.6715139746665955,0.06887907534837723,0.6970465183258057,0.8957332372665405,0.7891718745231628,-0.29729679226875305,0.9854334592819214,0.9299684762954712,0.6344938278198242,0.05739070102572441,0.6645461320877075,0.9387668371200562,0.7957932353019714,-0.34922635555267334,0.9756245017051697,0.9268772006034851,0.6510162949562073,0.04924476519227028,0.644015371799469,0.9471316337585449,0.7652447819709778,-0.3276937007904053,0.9712842702865601,0.9165705442428589,0.6473448276519775,0.06299115717411041,0.6673820614814758,0.9322819709777832,0.7612170577049255,-0.2921289801597595,0.961095929145813,0.5034461617469788,0.49893200397491455,0.1176343709230423,0.9978310465812683,0.49594464898109436,0.5023763179779053,-0.11734552681446075,0.9988911151885986,0.30879679322242737,0.5630464553833008,0.2174239456653595,0.5659496188163757,0.28323742747306824,0.5729526281356812,0.0022500953637063503,0.9873913526535034,0.16678458452224731,0.5854464173316956,0.33058419823646545,0.7357937097549438,0.10135098546743393,0.6287914514541626,0.07945122569799423,0.9881519079208374,0.12929794192314148,0.549037516117096,0.34077978134155273,0.8063766360282898,0.07072032243013382,0.5952040553092957,0.08060096949338913,0.9835389852523804,0.1512850672006607,0.7183036804199219,0.30588585138320923,0.8880573511123657,0.10991893708705902,0.7589231729507446,-0.013677336275577545,0.9750404357910156
