class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33,x34,y34,z34,v34,x35,y35,z35,v35,x36,y36,z36,v36,x37,y37,z37,v37,x38,y38,z38,v38,x39,y39,z39,v39,x40,y40,z40,v40,x41,y41,z41,v41,x42,y42,z42,v42
fist,0.7460533380508423,0.6341426968574524,-5.909739684284432e-07,0.0,0.7104821801185608,0.5726258754730225,0.015693098306655884,0.0,0.6977018713951111,0.5084061026573181,0.016784872859716415,0.0,0.6868528127670288,0.4648996889591217,0.011887405067682266,0.0,0.6769232749938965,0.437041312456131,0.007547575980424881,0.0,0.7389634847640991,0.4033668339252472,0.01740848831832409,0.0,0.6700960397720337,0.4049372673034668,0.0030584095511585474,0.0,0.6718743443489075,0.45279860496520996,-0.010634279809892178,0.0,0.6898040771484375,0.4748706817626953,-0.019046347588300705,0.0,0.733599066734314,0.4067995548248291,0.0034190623555332422,0.0,0.661038875579834,0.4079440236091614,-0.006884826347231865,0.0,0.6642589569091797,0.4594051241874695,-0.012601387687027454,0.0,0.6837505102157593,0.4758646786212921,-0.016355397179722786,0.0,0.7223944067955017,0.4224991500377655,-0.010971026495099068,0.0,0.6500123143196106,0.421991229057312,-0.018292618915438652,0.0,0.6549292206764221,0.4783230125904083,-0.013442708179354668,0.0,0.6756681799888611,0.4924107491970062,-0.010785234160721302,0.0,0.7071908712387085,0.4484216868877411,-0.02505338564515114,0.0,0.6497966647148132,0.46057766675949097,-0.030907336622476578,0.0,0.6552830934524536,0.5067692995071411,-0.026183761656284332,0.0,0.6743497848510742,0.5203172564506531,-0.021752623841166496,0.0,0.2781459093093872,0.7058982849121094,-2.036378816683282e-07,0.0,0.3220304846763611,0.632191002368927,0.0021663811057806015,0.0,0.3349658250808716,0.5548006296157837,-0.002721353666856885,0.0,0.34615737199783325,0.4964897334575653,-0.011239228770136833,0.0,0.35204827785491943,0.4647914469242096,-0.0163547582924366,0.0,0.27226245403289795,0.43988919258117676,0.0032526394352316856,0.0,0.3506822884082794,0.41610661149024963,-0.012154641561210155,0.0,0.3580886125564575,0.46886947751045227,-0.02163918875157833,0.0,0.3405979871749878,0.5010166168212891,-0.027067434042692184,0.0,0.2724025845527649,0.44326069951057434,-0.006579266395419836,0.0,0.3602285087108612,0.42269545793533325,-0.017180198803544044,0.0,0.36355724930763245,0.48158666491508484,-0.01587683893740177,0.0,0.34492793679237366,0.5101150870323181,-0.014295144006609917,0.0,0.28176945447921753,0.4645022451877594,-0.018346553668379784,0.0,0.36534199118614197,0.4510713219642639,-0.02627183310687542,0.0,0.36614084243774414,0.5064548254013062,-0.019216500222682953,0.0,0.34799817204475403,0.5320371985435486,-0.014214019291102886,0.0,0.2982277572154999,0.5007411241531372,-0.030944308266043663,0.0,0.36413830518722534,0.49796465039253235,-0.03219136968255043,0.0,0.36519336700439453,0.5409489870071411,-0.025155404582619667,0.0,0.3514997065067291,0.5619123578071594,-0.020220745354890823,0.0
fist,0.7361572980880737,0.5932415723800659,-3.6805155900765385e-07,0.0,0.7098740935325623,0.531341016292572,0.012492233887314796,0.0,0.6988691091537476,0.4695122241973877,0.013506278395652771,0.0,0.6887341737747192,0.4279593825340271,0.00895905401557684,0.0,0.6751101613044739,0.4037535786628723,0.0048642950132489204,0.0,0.7293545603752136,0.3654837906360626,0.02458779700100422,0.0,0.6632616519927979,0.3695814609527588,0.012812628410756588,0.0,0.6572442650794983,0.41750261187553406,-0.0006182474899105728,0.0,0.6708686351776123,0.45216673612594604,-0.00816744938492775,0.0,0.7247343063354492,0.3629804849624634,0.012616600841283798,0.0,0.6549938321113586,0.36952126026153564,0.0059776934795081615,0.0,0.6511064171791077,0.4212009906768799,0.00043942517368122935,0.0,0.6651015281677246,0.4509463906288147,-0.0024665037635713816,0.0,0.7146492004394531,0.3765227198600769,-0.0007296634139493108,0.0,0.6472855806350708,0.38501518964767456,-0.005997266620397568,0.0,0.646430253982544,0.4391736388206482,-0.0039004723075777292,0.0,0.6631106734275818,0.4627321660518646,-0.0022266521118581295,0.0,0.7013369202613831,0.4020479917526245,-0.014430469833314419,0.0,0.6484962105751038,0.41576123237609863,-0.02003539353609085,0.0,0.648699164390564,0.45903903245925903,-0.017989544197916985,0.0,0.6621799468994141,0.48200175166130066,-0.014583427459001541,0.0,0.2715069055557251,0.6503215432167053,-1.0637651115530389e-07,0.0,0.2871552109718323,0.5704087018966675,0.0011780986096709967,0.0,0.2983313798904419,0.4815422594547272,-0.004132831934839487,0.0,0.3207751512527466,0.43254777789115906,-0.01265696994960308,0.0,0.34305068850517273,0.4130204916000366,-0.017389625310897827,0.0,0.2591933012008667,0.3959619402885437,0.001816069008782506,0.0,0.33836719393730164,0.3718816041946411,-0.014174717478454113,0.0,0.3441407084465027,0.4222031235694885,-0.02229813113808632,0.0,0.32693228125572205,0.44946756958961487,-0.026053382083773613,0.0,0.26610782742500305,0.39571714401245117,-0.006966360844671726,0.0,0.35364362597465515,0.37817099690437317,-0.018939988687634468,0.0,0.35302186012268066,0.43172547221183777,-0.017893556505441666,0.0,0.3321627080440521,0.45559805631637573,-0.015548862516880035,0.0,0.28017929196357727,0.4101749360561371,-0.01787663996219635,0.0,0.36087819933891296,0.4034896790981293,-0.02509200945496559,0.0,0.3579616844654083,0.45408177375793457,-0.018600845709443092,0.0,0.3388817012310028,0.47275352478027344,-0.01347722765058279,0.0,0.2997012436389923,0.43883222341537476,-0.029778487980365753,0.0,0.36120110750198364,0.4437880516052246,-0.02922360599040985,0.0,0.3613353669643402,0.4834592640399933,-0.02247922495007515,0.0,0.34833574295043945,0.49917101860046387,-0.017718074843287468,0.0
fist,0.7380946278572083,0.5735105276107788,-4.162685911524022e-07,0.0,0.7261563539505005,0.5094395875930786,0.014155004173517227,0.0,0.713569164276123,0.4492737650871277,0.015411719679832458,0.0,0.6966296434402466,0.4073072671890259,0.011044878512620926,0.0,0.6774387955665588,0.39056071639060974,0.007103661075234413,0.0,0.7313389182090759,0.35453322529792786,0.022733835503458977,0.0,0.6648860573768616,0.3626630902290344,0.010198459960520267,0.0,0.6614835858345032,0.41433796286582947,-0.0026635369285941124,0.0,0.6763917207717896,0.44408002495765686,-0.010333121754229069,0.0,0.7254408597946167,0.35215264558792114,0.009244614280760288,0.0,0.6536652445793152,0.36647313833236694,0.000635533535387367,0.0,0.6552382707595825,0.42145514488220215,-0.003898350289091468,0.0,0.6724352836608887,0.44563281536102295,-0.006156884133815765,0.0,0.7143781185150146,0.3658265173435211,-0.005327199120074511,0.0,0.6455930471420288,0.37906649708747864,-0.012917008250951767,0.0,0.6492729783058167,0.4374942183494568,-0.010002655908465385,0.0,0.6685898900032043,0.4567442536354065,-0.007704020943492651,0.0,0.7008544206619263,0.39104366302490234,-0.019823728129267693,0.0,0.6466941833496094,0.4075956344604492,-0.027557747438549995,0.0,0.6499173641204834,0.4541502892971039,-0.025672415271401405,0.0,0.6664597392082214,0.4737696647644043,-0.022419331595301628,0.0,0.2607106566429138,0.6449155211448669,-1.4896741618031228e-07,0.0,0.2991729974746704,0.5656607747077942,0.007547520566731691,0.0,0.3153608441352844,0.4827844798564911,0.006000333931297064,0.0,0.33163586258888245,0.43302491307258606,0.0007536518387496471,0.0,0.34085941314697266,0.40446025133132935,-0.0012812501518055797,0.0,0.24911528825759888,0.3795454502105713,0.012919679284095764,0.0,0.33020085096359253,0.36126887798309326,0.0022527268156409264,0.0,0.3343557119369507,0.4172595739364624,-0.005839021876454353,0.0,0.31507644057273865,0.44730833172798157,-0.011814544908702374,0.0,0.25089552998542786,0.3742023706436157,0.0017035099444910884,0.0,0.3440341353416443,0.3610759377479553,-0.004754937253892422,0.0,0.34457749128341675,0.4207054078578949,-0.0037102499045431614,0.0,0.3257307708263397,0.45001664757728577,-0.0031082939822226763,0.0,0.2621733248233795,0.38767364621162415,-0.01104675978422165,0.0,0.3526580333709717,0.3836989998817444,-0.014096018858253956,0.0,0.3502310812473297,0.44105881452560425,-0.008289325051009655,0.0,0.33058449625968933,0.4652808606624603,-0.0054828389547765255,0.0,0.28177210688591003,0.41378253698349,-0.024527719244360924,0.0,0.3518919348716736,0.42872872948646545,-0.021957259625196457,0.0,0.3503957986831665,0.4746309518814087,-0.016684822738170624,0.0,0.3349835276603699,0.4912920594215393,-0.01410106010735035,0.0
fist,0.7392362952232361,0.5707559585571289,-4.3664044824254233e-07,0.0,0.7305790185928345,0.508118212223053,0.018132660537958145,0.0,0.7185672521591187,0.44944438338279724,0.02199946716427803,0.0,0.7000240087509155,0.4090891182422638,0.01979105919599533,0.0,0.6805570125579834,0.3950060307979584,0.017579715698957443,0.0,0.7357925772666931,0.3623681664466858,0.025870000943541527,0.0,0.6705636978149414,0.3648073077201843,0.016289595514535904,0.0,0.6661282777786255,0.41011950373649597,0.005833288189023733,0.0,0.6796520948410034,0.43958163261413574,-0.00045629541273228824,0.0,0.730358898639679,0.3587517738342285,0.011626693420112133,0.0,0.658845067024231,0.3707045316696167,0.005695975851267576,0.0,0.6607591509819031,0.42042824625968933,0.0018182669300585985,0.0,0.6768215894699097,0.4439429044723511,-0.0005598670686595142,0.0,0.7194632291793823,0.3706895709037781,-0.0032649035565555096,0.0,0.6502002477645874,0.3837977647781372,-0.008249852806329727,0.0,0.6547167897224426,0.43762725591659546,-0.0066998740658164024,0.0,0.6724115610122681,0.4554656744003296,-0.006312135607004166,0.0,0.7051166892051697,0.39398708939552307,-0.017644358798861504,0.0,0.6501058340072632,0.4156229496002197,-0.024438777938485146,0.0,0.6555656790733337,0.45888856053352356,-0.02464159019291401,0.0,0.6722339391708374,0.47453776001930237,-0.023565521463751793,0.0,0.2481144219636917,0.6531763076782227,-1.877255186855109e-07,0.0,0.29177165031433105,0.5717735290527344,0.005035679321736097,0.0,0.3087983727455139,0.48565611243247986,0.003162781707942486,0.0,0.3218756318092346,0.4323505163192749,-0.0017727803206071258,0.0,0.330685019493103,0.40167373418807983,-0.0032907023560255766,0.0,0.2398238480091095,0.3821248412132263,0.009990926831960678,0.0,0.3210625648498535,0.3608618378639221,-0.0011328010587021708,0.0,0.3258446455001831,0.4183627963066101,-0.009040286764502525,0.0,0.3058501183986664,0.44565433263778687,-0.015297616831958294,0.0,0.24166813492774963,0.3782520890235901,-0.0004700488643720746,0.0,0.33494123816490173,0.3661423325538635,-0.0075855259783566,0.0,0.3358554244041443,0.42661306262016296,-0.006723735015839338,0.0,0.3159138858318329,0.4516845941543579,-0.006904343608766794,0.0,0.2536143660545349,0.3941739499568939,-0.012536798603832722,0.0,0.3433169424533844,0.3901995122432709,-0.01634293422102928,0.0,0.34068506956100464,0.447873592376709,-0.010084472596645355,0.0,0.31995242834091187,0.4698178768157959,-0.007532195653766394,0.0,0.27376893162727356,0.4227748513221741,-0.025556400418281555,0.0,0.3415343761444092,0.43446385860443115,-0.023895857855677605,0.0,0.3391261696815491,0.4808771014213562,-0.01860141009092331,0.0,0.3224252462387085,0.49752241373062134,-0.01632671058177948,0.0
fist,0.743459939956665,0.5780806541442871,-4.900330168311484e-07,0.0,0.7134348750114441,0.523345947265625,0.016723744571208954,0.0,0.6999563574790955,0.4649187922477722,0.020394660532474518,0.0,0.6850664019584656,0.424805223941803,0.017855515703558922,0.0,0.6702018976211548,0.4040357768535614,0.01588490791618824,0.0,0.7431565523147583,0.3679366409778595,0.02835809625685215,0.0,0.677656352519989,0.36946555972099304,0.01798555627465248,0.0,0.6685975790023804,0.4149901568889618,0.006773819215595722,0.0,0.6784061193466187,0.4461264908313751,-0.00011384487879695371,0.0,0.7408086657524109,0.36172086000442505,0.01351173035800457,0.0,0.6663897633552551,0.36976397037506104,0.005176481790840626,0.0,0.6649908423423767,0.4241965711116791,-0.0003609502746257931,0.0,0.6796562075614929,0.45166558027267456,-0.0028735382948070765,0.0,0.7326000928878784,0.36983492970466614,-0.0024882021825760603,0.0,0.6579197645187378,0.3822607398033142,-0.009292533621191978,0.0,0.6610053777694702,0.44122016429901123,-0.007710191886872053,0.0,0.6785930395126343,0.46285295486450195,-0.0066233789548277855,0.0,0.7199639678001404,0.39115145802497864,-0.01846594363451004,0.0,0.6611025929450989,0.41617411375045776,-0.026421265676617622,0.0,0.6651255488395691,0.46161893010139465,-0.02668675035238266,0.0,0.682112455368042,0.47911497950553894,-0.025203336030244827,0.0,0.23921212553977966,0.6677799820899963,-2.5341407194900967e-07,0.0,0.2932892441749573,0.5875107049942017,0.005210930947214365,0.0,0.30834296345710754,0.504707932472229,0.002399692079052329,0.0,0.31364548206329346,0.4481258988380432,-0.003984350245445967,0.0,0.3130677342414856,0.4105529487133026,-0.006882733199745417,0.0,0.2348276525735855,0.3963381052017212,0.008518743328750134,0.0,0.3165223002433777,0.3799145221710205,-0.005679837428033352,0.0,0.3190181255340576,0.43904709815979004,-0.015322580002248287,0.0,0.29561758041381836,0.4657716453075409,-0.02242022007703781,0.0,0.2311730980873108,0.39287030696868896,-0.0029338758904486895,0.0,0.32622236013412476,0.38096582889556885,-0.012638941407203674,0.0,0.3264785408973694,0.44459420442581177,-0.011765776202082634,0.0,0.3042667806148529,0.46555402874946594,-0.011625843122601509,0.0,0.23838156461715698,0.4072839915752411,-0.01622348092496395,0.0,0.3305070400238037,0.40247654914855957,-0.02329433150589466,0.0,0.3282213509082794,0.46335187554359436,-0.016561409458518028,0.0,0.3055790066719055,0.4829719066619873,-0.013255658559501171,0.0,0.254940927028656,0.43463295698165894,-0.030349306762218475,0.0,0.3264085650444031,0.4443649351596832,-0.03149034082889557,0.0,0.32520872354507446,0.49239152669906616,-0.02639060467481613,0.0,0.30781635642051697,0.5072239637374878,-0.023946434259414673,0.0
fist,0.7372773289680481,0.5906994342803955,-4.768508006236516e-07,0.0,0.6870663166046143,0.5743641257286072,0.0033226090017706156,0.0,0.6601085066795349,0.5169543623924255,0.003989276941865683,0.0,0.6494079828262329,0.46655434370040894,0.0007322226301766932,0.0,0.651460587978363,0.4267343282699585,0.0009898572461679578,0.0,0.6926953196525574,0.3999677896499634,0.020936336368322372,0.0,0.6531634330749512,0.3890785574913025,0.0036188873928040266,0.0,0.6598429679870605,0.44756874442100525,-0.008977500721812248,0.0,0.6788145303726196,0.4713239371776581,-0.016168080270290375,0.0,0.7076303958892822,0.3866863250732422,0.011378951370716095,0.0,0.6557590961456299,0.38208115100860596,-0.007165639661252499,0.0,0.6653621196746826,0.44763869047164917,-0.011434854008257389,0.0,0.6891828179359436,0.4613042175769806,-0.009918788447976112,0.0,0.7232246398925781,0.3803647756576538,-0.0017001997912302613,0.0,0.6687747240066528,0.37798047065734863,-0.017762737348675728,0.0,0.676530659198761,0.4457419812679291,-0.010851558297872543,0.0,0.6993544101715088,0.4599207937717438,-0.00268758786842227,0.0,0.7389208674430847,0.3845004439353943,-0.01601574569940567,0.0,0.6875954270362854,0.3938838839530945,-0.02639191970229149,0.0,0.6923046708106995,0.4424426257610321,-0.022577954456210136,0.0,0.7126173377037048,0.45634546875953674,-0.016689594835042953,0.0,0.2304082214832306,0.669745683670044,-3.766301972518704e-07,0.0,0.2918563783168793,0.620814323425293,0.00012248882558196783,0.0,0.3153650462627411,0.5477412939071655,-0.0008771971915848553,0.0,0.3286002576351166,0.4881319999694824,-0.006325810682028532,0.0,0.33730632066726685,0.4321686327457428,-0.007240149658173323,0.0,0.2635090947151184,0.42401111125946045,0.023931413888931274,0.0,0.3123466372489929,0.40300124883651733,0.00276458403095603,0.0,0.31092214584350586,0.47093671560287476,-0.010761955752968788,0.0,0.2898452877998352,0.49691155552864075,-0.017728865146636963,0.0,0.24540506303310394,0.41203778982162476,0.0140839833766222,0.0,0.3061069846153259,0.3986719250679016,-0.0061818454414606094,0.0,0.3055490255355835,0.4801592230796814,-0.01121767982840538,0.0,0.284159779548645,0.4981158673763275,-0.01039194781333208,0.0,0.2304036170244217,0.41291308403015137,-0.00031573002343066037,0.0,0.29759544134140015,0.41390180587768555,-0.02092674933373928,0.0,0.29536640644073486,0.49075016379356384,-0.016386743634939194,0.0,0.27111586928367615,0.5071544051170349,-0.008536632172763348,0.0,0.21864449977874756,0.4257352948188782,-0.015567713417112827,0.0,0.2793058454990387,0.437206506729126,-0.025612328201532364,0.0,0.2800133228302002,0.49200743436813354,-0.02070355974137783,0.0,0.26061469316482544,0.5053433179855347,-0.014382492750883102,0.0
fist,0.752437949180603,0.5826451778411865,-3.85888995424466e-07,0.0,0.6900575757026672,0.5862233638763428,-0.008944504894316196,0.0,0.6395625472068787,0.5653705596923828,-0.015472103841602802,0.0,0.6114932894706726,0.508297324180603,-0.024102259427309036,0.0,0.609203577041626,0.4543531835079193,-0.028292518109083176,0.0,0.6520605683326721,0.4536525011062622,0.011894077062606812,0.0,0.6222255229949951,0.4204757511615753,-0.010144716128706932,0.0,0.638035774230957,0.4739927053451538,-0.023445285856723785,0.0,0.6565693616867065,0.4945746958255768,-0.029707463458180428,0.0,0.6738201975822449,0.428134560585022,0.008108792826533318,0.0,0.6446117758750916,0.38662105798721313,-0.013260417617857456,0.0,0.6634989976882935,0.46127980947494507,-0.01673622615635395,0.0,0.6805456280708313,0.4727676212787628,-0.013982216827571392,0.0,0.6991236209869385,0.40855422616004944,-0.00040820916183292866,0.0,0.6713829636573792,0.36565059423446655,-0.019345080479979515,0.0,0.6848580241203308,0.4386889338493347,-0.008297959342598915,0.0,0.7031095027923584,0.45431777834892273,0.0035222547594457865,0.0,0.7341653108596802,0.39806774258613586,-0.010734093375504017,0.0,0.707057774066925,0.36897629499435425,-0.02047092467546463,0.0,0.7112796902656555,0.423312783241272,-0.011406335048377514,0.0,0.7255988717079163,0.437983900308609,-0.001832208246923983,0.0,0.19929149746894836,0.6307169198989868,-2.0683567925061652e-07,0.0,0.2620019018650055,0.6217665672302246,-0.011182512156665325,0.0,0.31486794352531433,0.5849271416664124,-0.016218537464737892,0.0,0.34087514877319336,0.5133503675460815,-0.02179093100130558,0.0,0.3517458140850067,0.4544805586338043,-0.02324797585606575,0.0,0.3023553788661957,0.477321982383728,-0.008736150339245796,0.0,0.3228852450847626,0.4279743731021881,-0.02659248560667038,0.0,0.30863261222839355,0.49879753589630127,-0.030792662873864174,0.0,0.29713544249534607,0.5242353081703186,-0.031352367252111435,0.0,0.271877646446228,0.4548279643058777,-0.013074188493192196,0.0,0.29390305280685425,0.40386295318603516,-0.03675581142306328,0.0,0.27888521552085876,0.49286508560180664,-0.04033062979578972,0.0,0.2677311897277832,0.5123502016067505,-0.03896080702543259,0.0,0.23928645253181458,0.44428443908691406,-0.019389968365430832,0.0,0.26288262009620667,0.39240843057632446,-0.04522452503442764,0.0,0.25218909978866577,0.4814571440219879,-0.034627337008714676,0.0,0.24147066473960876,0.5033711194992065,-0.022371429949998856,0.0,0.2009613811969757,0.43755728006362915,-0.02615610882639885,0.0,0.2227732390165329,0.40947338938713074,-0.04328250139951706,0.0,0.2237703502178192,0.4715650975704193,-0.03378971293568611,0.0,0.21725788712501526,0.49130281805992126,-0.02341379038989544,0.0
fist,0.7544403672218323,0.5481988787651062,-4.2919430143228965e-07,0.0,0.70196932554245,0.5642049312591553,-0.012205182574689388,0.0,0.6481931209564209,0.5439366698265076,-0.018920456990599632,0.0,0.6162838339805603,0.49434828758239746,-0.027490703389048576,0.0,0.6167700290679932,0.4360496401786804,-0.03283440321683884,0.0,0.6555789113044739,0.438641756772995,0.004265422932803631,0.0,0.6294787526130676,0.3974730372428894,-0.019918277859687805,0.0,0.6448174715042114,0.4540541172027588,-0.03225979581475258,0.0,0.6601566672325134,0.47927558422088623,-0.03687083348631859,0.0,0.6807880401611328,0.41024839878082275,-0.00015977556176949292,0.0,0.6525229811668396,0.36247578263282776,-0.024905012920498848,0.0,0.6706498861312866,0.43594324588775635,-0.028675293549895287,0.0,0.6865053176879883,0.4536973237991333,-0.023816820234060287,0.0,0.7095417976379395,0.38999027013778687,-0.009254150092601776,0.0,0.6825443506240845,0.3402136564254761,-0.034520890563726425,0.0,0.6975545287132263,0.4163684844970703,-0.02491757832467556,0.0,0.7109736204147339,0.43656089901924133,-0.010579975321888924,0.0,0.7426379919052124,0.37649208307266235,-0.01958470232784748,0.0,0.7196699380874634,0.34707653522491455,-0.033754508942365646,0.0,0.726259171962738,0.40297091007232666,-0.024480745196342468,0.0,0.7362937927246094,0.4204309284687042,-0.012870694510638714,0.0,0.1918431669473648,0.6139995455741882,-2.1977899677949608e-07,0.0,0.24912509322166443,0.6084314584732056,-0.015156053937971592,0.0,0.3025248944759369,0.5712488889694214,-0.021269306540489197,0.0,0.32901453971862793,0.504737377166748,-0.026813682168722153,0.0,0.34099629521369934,0.44102057814598083,-0.028341712430119514,0.0,0.29310306906700134,0.4698507785797119,-0.00864502601325512,0.0,0.3153950870037079,0.41852107644081116,-0.029544241726398468,0.0,0.2997356951236725,0.48392921686172485,-0.035841938108205795,0.0,0.287267804145813,0.5094504356384277,-0.03669194504618645,0.0,0.2626456320285797,0.44614529609680176,-0.01062888652086258,0.0,0.2859461307525635,0.3941209316253662,-0.03585131838917732,0.0,0.2700132429599762,0.47974729537963867,-0.03946535661816597,0.0,0.25781479477882385,0.49993789196014404,-0.03641900420188904,0.0,0.22860686480998993,0.4357144832611084,-0.015329059213399887,0.0,0.24905626475811005,0.38444283604621887,-0.04337773472070694,0.0,0.2392379492521286,0.47206827998161316,-0.03227698802947998,0.0,0.22913330793380737,0.4934574067592621,-0.018007967621088028,0.0,0.18867069482803345,0.4322134256362915,-0.02048473060131073,0.0,0.20860721170902252,0.4019935131072998,-0.03910176828503609,0.0,0.2104598581790924,0.4649676978588104,-0.028813323006033897,0.0,0.20460599660873413,0.48178204894065857,-0.01640155538916588,0.0
fist,0.7616328001022339,0.5383223295211792,-4.7371452183142537e-07,0.0,0.7107517123222351,0.5544230937957764,-0.012412895448505878,0.0,0.6559394598007202,0.5305555462837219,-0.01810578629374504,0.0,0.6247362494468689,0.47732505202293396,-0.025221936404705048,0.0,0.625725269317627,0.4192495048046112,-0.028542673215270042,0.0,0.6638247966766357,0.42304834723472595,0.003197417361661792,0.0,0.6390486359596252,0.38517671823501587,-0.021998532116413116,0.0,0.6576361060142517,0.4444675147533417,-0.0347762256860733,0.0,0.6723946928977966,0.46738216280937195,-0.03984764963388443,0.0,0.6909971237182617,0.39438435435295105,-0.0013146932469680905,0.0,0.6639398336410522,0.35022032260894775,-0.026566028594970703,0.0,0.6853779554367065,0.42629560828208923,-0.029838860034942627,0.0,0.7007808089256287,0.4405694603919983,-0.024702098220586777,0.0,0.721121609210968,0.37531042098999023,-0.010535365901887417,0.0,0.6958325505256653,0.32962432503700256,-0.03621256351470947,0.0,0.7132370471954346,0.4079880714416504,-0.02494208887219429,0.0,0.7259966135025024,0.42580923438072205,-0.009476414881646633,0.0,0.7551056742668152,0.362180233001709,-0.02108239009976387,0.0,0.7328044176101685,0.33417317271232605,-0.035098910331726074,0.0,0.7403230667114258,0.3915945589542389,-0.024475103244185448,0.0,0.7496820092201233,0.4084799289703369,-0.011876349337399006,0.0,0.1872347742319107,0.6060827374458313,-2.5032389316947956e-07,0.0,0.24629493057727814,0.6005932688713074,-0.013070185668766499,0.0,0.3011374771595001,0.5658559203147888,-0.017540743574500084,0.0,0.32963496446609497,0.49841323494911194,-0.021799594163894653,0.0,0.3371725380420685,0.43708404898643494,-0.021997181698679924,0.0,0.2907828390598297,0.4669039845466614,-0.005511232651770115,0.0,0.3112469017505646,0.4119260311126709,-0.024667521938681602,0.0,0.2951304018497467,0.47841960191726685,-0.02985120564699173,0.0,0.28546398878097534,0.5026378631591797,-0.030323537066578865,0.0,0.2604309916496277,0.44308143854141235,-0.008057151921093464,0.0,0.28261464834213257,0.389438271522522,-0.032256484031677246,0.0,0.2665961980819702,0.47303229570388794,-0.036147359758615494,0.0,0.25554993748664856,0.4909598231315613,-0.0331910066306591,0.0,0.2270517200231552,0.4320217967033386,-0.013052213005721569,0.0,0.2464762181043625,0.37886255979537964,-0.04009721055626869,0.0,0.2364853173494339,0.4647323787212372,-0.0299285426735878,0.0,0.22747284173965454,0.48492878675460815,-0.016238983720541,0.0,0.18757876753807068,0.42798787355422974,-0.018332693725824356,0.0,0.20662499964237213,0.39228808879852295,-0.03617607429623604,0.0,0.20848552882671356,0.45500463247299194,-0.026149645447731018,0.0,0.20370428264141083,0.47498950362205505,-0.01376488246023655,0.0
fist,0.7629441022872925,0.5377958416938782,-4.473514536584844e-07,0.0,0.7106209993362427,0.5574027895927429,-0.014219590462744236,0.0,0.6576086282730103,0.5334833860397339,-0.020662734284996986,0.0,0.6286372542381287,0.4776231050491333,-0.028107693418860435,0.0,0.6266895532608032,0.4192253053188324,-0.0319870226085186,0.0,0.668480396270752,0.4232451319694519,0.0017405155813321471,0.0,0.6433424353599548,0.3826020658016205,-0.02253570966422558,0.0,0.6604279279708862,0.44158902764320374,-0.03435800224542618,0.0,0.6760895252227783,0.4655807912349701,-0.038819946348667145,0.0,0.6946747303009033,0.3950881361961365,-0.001884833094663918,0.0,0.6678017377853394,0.3505260646343231,-0.027107326313853264,0.0,0.6868488192558289,0.426971435546875,-0.030341587960720062,0.0,0.7027055621147156,0.44138282537460327,-0.025198444724082947,0.0,0.723954975605011,0.3766137659549713,-0.010411676950752735,0.0,0.6990836262702942,0.3288254737854004,-0.036768604069948196,0.0,0.7143994569778442,0.40793928503990173,-0.02648872323334217,0.0,0.7279215455055237,0.4258757531642914,-0.011639202944934368,0.0,0.7581462264060974,0.3638753592967987,-0.020359378308057785,0.0,0.7361238598823547,0.33368542790412903,-0.03566288203001022,0.0,0.7424318194389343,0.3916263282299042,-0.026326239109039307,0.0,0.7530369162559509,0.4094471335411072,-0.014551781117916107,0.0,0.1945260614156723,0.6050015687942505,-2.1538707528634404e-07,0.0,0.25361326336860657,0.5968097448348999,-0.012904731556773186,0.0,0.3058503270149231,0.5606136918067932,-0.0178679246455431,0.0,0.3312833607196808,0.494375616312027,-0.022817950695753098,0.0,0.33959874510765076,0.43456748127937317,-0.023913482204079628,0.0,0.2945019602775574,0.4649814963340759,-0.006560756359249353,0.0,0.3148074746131897,0.41269055008888245,-0.02621270716190338,0.0,0.2999487817287445,0.47750622034072876,-0.031765636056661606,0.0,0.28994759917259216,0.5032942891120911,-0.032396771013736725,0.0,0.26429665088653564,0.44077780842781067,-0.009545617736876011,0.0,0.2872222065925598,0.38764673471450806,-0.03344196453690529,0.0,0.2717752754688263,0.46930402517318726,-0.037183091044425964,0.0,0.2601836621761322,0.48726165294647217,-0.03446235507726669,0.0,0.23097731173038483,0.42910897731781006,-0.015034397132694721,0.0,0.25194835662841797,0.3763926029205322,-0.04199690371751785,0.0,0.24206633865833282,0.4610556364059448,-0.032139360904693604,0.0,0.23245017230510712,0.48118212819099426,-0.01892291009426117,0.0,0.19142799079418182,0.4244045317173004,-0.020799916237592697,0.0,0.2120160460472107,0.38953912258148193,-0.03873976320028305,0.0,0.21407242119312286,0.4506092071533203,-0.02892351895570755,0.0,0.20885439217090607,0.470075398683548,-0.016951268538832664,0.0
